tick,worker_id,origin_lot_id,budget,sampled_count,chosen_firm_id,chosen_firm_type,chosen_price,chosen_score,best_sampled_firm_id,best_sampled_score,best_global_firm_id,best_global_score,best_global_price,better_unsampled_count,affordable_global_count
1,1950,1103,9.183887243687712,8,,,NaN,-Inf,,-Inf,54,0.11617542235977654,4.052426830776183,0,116
1,1951,1448,9.518754032074416,8,,,NaN,-Inf,,-Inf,17,0.12994158486686042,4.004186285051901,0,116
1,1952,633,7.262514362800251,8,,,NaN,-Inf,,-Inf,54,0.1721136248650194,4.052426830776183,0,116
1.0,1953.0,239.0,8.138713679451051,10.0,59.0,2.0,4.378952878837747,0.08574855723814924,59.0,0.08574855723814924,7.0,0.1283705002252669,3.953627290074344,45.0,116.0
1,1953,239,3.7597608006133036,9,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
1.0,1954.0,916.0,8.869653360706417,11.0,98.0,1.0,5.21120670650786,0.04181669444274723,98.0,0.04181669444274723,54.0,0.14625408262821998,4.052426830776183,79.0,116.0
1,1954,916,3.658446654198557,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
1.0,1957.0,526.0,7.413950273689116,8.0,68.0,2.0,4.914992432175383,0.04745668418553961,68.0,0.04745668418553961,7.0,0.1401211667825285,3.953627290074344,61.0,116.0
1,1957,526,2.4989578415137323,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
1,1958,1238,8.54085237744497,11,,,NaN,-Inf,,-Inf,7,0.09804834516038162,3.953627290074344,0,116
1.0,1961.0,158.0,9.550979249449732,9.0,9.0,3.0,5.726727578914188,0.14471297863927113,9.0,0.14471297863927113,54.0,0.2045025957054979,4.052426830776183,37.0,116.0
1,1961,158,3.824251670535544,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
1,1962,191,8.951798800562655,8,,,NaN,-Inf,,-Inf,7,0.17430701013922834,3.953627290074344,0,116
1.0,1963.0,1103.0,8.7934171669928,11.0,96.0,2.0,5.253016359460247,0.13541897969545402,96.0,0.13541897969545402,17.0,0.1776536017760259,4.004186285051901,27.0,116.0
1,1963,1103,3.540400807532553,9,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
1.0,1966.0,253.0,8.526860553135242,11.0,67.0,3.0,4.616935758603514,0.047945097544898715,67.0,0.047945097544898715,17.0,0.16049271015191344,4.004186285051901,47.0,116.0
1,1966,253,3.9099247945317277,11,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
1,1967,700,9.968350648883273,11,,,NaN,-Inf,,-Inf,17,0.10473289532113941,4.004186285051901,0,116
1,1969,185,7.002644883341246,8,,,NaN,-Inf,,-Inf,7,0.09022371275522828,3.953627290074344,0,116
1.0,1970.0,805.0,7.884974451703575,9.0,31.0,2.0,4.96273639279692,0.05370361848864276,31.0,0.05370361848864276,7.0,0.15330194376318643,3.953627290074344,58.0,116.0
1,1970,805,2.922238058906655,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
1.0,1971.0,868.0,9.758432615544692,8.0,93.0,3.0,5.269475166256185,0.09270965595854969,93.0,0.09270965595854969,54.0,0.12055275767981266,4.052426830776183,28.0,116.0
1,1971,868,4.488957449288507,10,,,NaN,-Inf,,-Inf,54,0.12055275767981266,4.052426830776183,0,27
1,1975,485,8.413395530143472,10,,,NaN,-Inf,,-Inf,7,0.11498099229953976,3.953627290074344,0,116
1,1977,186,8.97664513162416,11,,,NaN,-Inf,,-Inf,7,0.1323365895505128,3.953627290074344,0,116
1.0,1978.0,1552.0,7.528407688356946,10.0,50.0,2.0,4.02236174965792,0.09754252799329802,50.0,0.09754252799329802,54.0,0.09858106658269468,4.052426830776183,5.0,116.0
1,1978,1552,3.5060459386990264,9,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
1.0,1981.0,805.0,8.535733207996865,8.0,22.0,1.0,4.302738886712911,0.13379260575832724,22.0,0.13379260575832724,7.0,0.14560670627609398,3.953627290074344,4.0,116.0
1,1981,805,4.232994321283954,8,,,NaN,-Inf,,-Inf,7,0.14560670627609398,3.953627290074344,0,14
1.0,1982.0,197.0,8.659197046172245,13.0,107.0,1.0,4.467032247064405,0.11526110545870044,107.0,0.11526110545870044,7.0,0.13022853120447384,3.953627290074344,8.0,116.0
1,1982,197,4.19216479910784,11,,,NaN,-Inf,,-Inf,7,0.13022853120447384,3.953627290074344,0,11
1,1985,693,9.124994158314989,11,,,NaN,-Inf,,-Inf,54,0.08791713538383625,4.052426830776183,0,116
1.0,1986.0,292.0,8.825960250776838,8.0,23.0,2.0,4.794138690895765,0.01863542511409467,23.0,0.01863542511409467,54.0,0.22192629144833223,4.052426830776183,59.0,116.0
1,1986,292,4.031821559881073,11,,,NaN,-Inf,,-Inf,17,0.02231185219685998,4.004186285051901,0,6
1,1987,362,9.553497577205492,10,,,NaN,-Inf,,-Inf,54,0.10117113295316117,4.052426830776183,0,116
1,1989,241,8.559657700986874,10,,,NaN,-Inf,,-Inf,54,0.14837455101524888,4.052426830776183,0,116
1,1990,185,8.006179225373335,8,,,NaN,-Inf,,-Inf,17,0.10176747867009586,4.004186285051901,0,116
1.0,1991.0,1103.0,8.513384514290713,11.0,44.0,2.0,5.727600267744978,0.00869818709782955,44.0,0.00869818709782955,54.0,0.201628033110778,4.052426830776183,113.0,116.0
1,1991,1103,2.7857842465457354,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
1.0,1993.0,1145.0,8.294271860407243,9.0,100.0,1.0,5.565958746934576,0.08521784201784509,100.0,0.08521784201784509,54.0,0.1257493188730961,4.052426830776183,72.0,116.0
1,1993,1145,2.728313113472667,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
1,1995,758,8.117751693691032,8,,,NaN,-Inf,,-Inf,7,0.10136215570256021,3.953627290074344,0,116
1.0,1996.0,1552.0,7.484050236926205,8.0,15.0,1.0,4.899134595264496,0.03649513060928171,15.0,0.03649513060928171,54.0,0.19538080500540833,4.052426830776183,58.0,116.0
1,1996,1552,2.584915641661709,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
1.0,1999.0,1163.0,7.956978078324155,8.0,7.0,1.0,3.953627290074344,0.07538044801267009,7.0,0.07538044801267009,17.0,0.14413182160717858,4.004186285051901,38.0,116.0
1,1999,1163,4.0033507882498105,11,,,NaN,-Inf,,-Inf,7,0.07538044801267009,3.953627290074344,0,1
2.0,1.0,1224.0,8.60217668373607,8.0,15.0,1.0,4.703169211453916,0.044652218813314895,15.0,0.044652218813314895,43.0,0.13262809468247352,3.8931444773342423,98.0,120.0
2,1,1224,3.899007472282155,9,,,NaN,-Inf,,-Inf,43,0.13262809468247352,3.8931444773342423,0,1
2.0,2.0,1295.0,7.6968394499813915,8.0,54.0,3.0,4.052426830776183,0.17507919590833015,54.0,0.17507919590833015,54.0,0.17507919590833015,4.052426830776183,0.0,120.0
2,2,1295,3.644412619205209,12,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2.0,3.0,489.0,9.741968973359796,10.0,4.0,1.0,4.690521538596545,0.13197501110282323,4.0,0.13197501110282323,7.0,0.15657308762725333,3.953627290074344,14.0,120.0
2,3,489,5.051447434763252,13,,,NaN,-Inf,,-Inf,7,0.15657308762725333,3.953627290074344,0,72
2.0,4.0,496.0,7.354777841632564,10.0,66.0,2.0,5.000376454001644,0.03919027976220615,66.0,0.03919027976220615,54.0,0.14882362537904711,4.052426830776183,92.0,120.0
2,4,496,2.3544013876309196,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2.0,5.0,1162.0,8.64934729500513,13.0,105.0,1.0,4.642699108259439,0.08419569085700285,105.0,0.08419569085700285,7.0,0.09887003255022152,3.953627290074344,23.0,120.0
2,5,1162,4.006648186745691,11,,,NaN,-Inf,,-Inf,7,0.09887003255022152,3.953627290074344,0,3
2.0,6.0,445.0,6.9542133224589175,13.0,43.0,2.0,3.8931444773342423,0.1375011437537895,43.0,0.1375011437537895,43.0,0.1375011437537895,3.8931444773342423,0.0,120.0
2,6,445,3.0610688451246753,9,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2,7,1097,7.060747069379603,8,,,NaN,-Inf,,-Inf,43,0.17117675870688198,3.8931444773342423,0,120
2,8,1122,7.731588393552906,10,,,NaN,-Inf,,-Inf,43,0.11164990594738652,3.8931444773342423,0,120
2.0,9.0,1515.0,9.638223475834627,10.0,87.0,3.0,5.58635107041818,0.06028829811153475,87.0,0.06028829811153475,7.0,0.10973502248743187,3.953627290074344,72.0,120.0
2,9,1515,4.0518724054164466,10,,,NaN,-Inf,,-Inf,7,0.10973502248743187,3.953627290074344,0,7
2,10,1352,9.054829471626096,10,,,NaN,-Inf,,-Inf,43,0.09851382057214356,3.8931444773342423,0,120
2,11,1020,8.159776479907618,8,,,NaN,-Inf,,-Inf,43,0.09224082006906409,3.8931444773342423,0,120
2.0,12.0,1274.0,7.496736264702114,8.0,31.0,2.0,4.96273639279692,0.07167821995853924,31.0,0.07167821995853924,7.0,0.11611229590222906,3.953627290074344,61.0,120.0
2,12,1274,2.533999871905194,9,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2.0,13.0,274.0,8.671385886102717,10.0,31.0,2.0,4.96273639279692,0.008613547638719021,31.0,0.008613547638719021,7.0,0.14382096754666127,3.953627290074344,102.0,120.0
2,13,274,3.7086494933057974,7,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2,15,633,7.927657198464921,8,,,NaN,-Inf,,-Inf,7,0.15671222729867862,3.953627290074344,0,120
2,16,135,8.244992609352785,11,,,NaN,-Inf,,-Inf,54,0.0847052048020443,4.052426830776183,0,120
2.0,17.0,212.0,8.352945998319711,8.0,49.0,1.0,4.160853686922727,0.0761239189332616,49.0,0.0761239189332616,43.0,0.09156081798313542,3.8931444773342423,25.0,120.0
2,17,212,4.192092311396984,10,,,NaN,-Inf,,-Inf,43,0.09156081798313542,3.8931444773342423,0,12
2,19,548,8.767540420913393,8,,,NaN,-Inf,,-Inf,7,0.12858812261370342,3.953627290074344,0,120
2,20,845,9.524764776243883,12,,,NaN,-Inf,,-Inf,54,0.1458305762522853,4.052426830776183,0,120
2.0,21.0,946.0,8.069067023474346,10.0,73.0,2.0,4.789931808281041,0.07377975026087774,73.0,0.07377975026087774,7.0,0.10843308901195532,3.953627290074344,55.0,120.0
2,21,946,3.279135215193305,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2,22,774,7.759564488587145,10,,,NaN,-Inf,,-Inf,7,0.14776428586522694,3.953627290074344,0,120
2.0,23.0,543.0,7.543030878859144,10.0,106.0,2.0,4.2055798506502065,0.08834839349137565,106.0,0.08834839349137565,43.0,0.09543859100730355,3.8931444773342423,9.0,120.0
2,23,543,3.337451028208937,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2.0,24.0,849.0,7.291429738210349,11.0,31.0,2.0,4.96273639279692,0.09589791397262695,31.0,0.09589791397262695,43.0,0.12224464579622758,3.8931444773342423,24.0,120.0
2,24,849,2.328693345413429,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2.0,25.0,1573.0,9.40907846809629,11.0,34.0,3.0,5.710552669956836,0.06048924738622742,34.0,0.06048924738622742,7.0,0.1195416514672527,3.953627290074344,73.0,120.0
2,25,1573,3.698525798139454,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2,26,1148,8.460679469298196,10,,,NaN,-Inf,,-Inf,7,0.1375901862398235,3.953627290074344,0,120
2.0,27.0,1579.0,8.628957996845616,9.0,29.0,3.0,4.5413862895086705,0.09348659068753608,29.0,0.09348659068753608,54.0,0.10476653593766858,4.052426830776183,6.0,120.0
2,27,1579,4.087571707336945,9,,,NaN,-Inf,,-Inf,54,0.10476653593766858,4.052426830776183,0,10
2.0,28.0,826.0,8.716041637840501,11.0,21.0,3.0,5.252489744514282,0.06681827888567365,21.0,0.06681827888567365,43.0,0.16287318645495472,3.8931444773342423,71.0,120.0
2,28,826,3.463551893326219,12,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2,29,142,8.22320700108157,9,,,NaN,-Inf,,-Inf,7,0.13137787513405072,3.953627290074344,0,120
2,30,248,8.973124942973286,8,,,NaN,-Inf,,-Inf,43,0.17333122631045694,3.8931444773342423,0,120
2,32,659,9.847685471767656,9,,,NaN,-Inf,,-Inf,54,0.13931946742930182,4.052426830776183,0,120
2,33,181,8.83031266771974,10,,,NaN,-Inf,,-Inf,7,0.147113407117614,3.953627290074344,0,120
2.0,34.0,91.0,7.646195452606456,8.0,24.0,3.0,5.841312390135284,0.06795713515905867,24.0,0.06795713515905867,54.0,0.09795583539917387,4.052426830776183,62.0,120.0
2,34,91,1.8048830624711716,11,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2.0,35.0,1254.0,6.966229314856437,8.0,92.0,2.0,5.15052085783271,0.07047832521053328,92.0,0.07047832521053328,43.0,0.09324084583434882,3.8931444773342423,55.0,120.0
2,35,1254,1.8157084570237272,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2.0,36.0,865.0,8.20247186497898,8.0,39.0,3.0,5.301569102557122,0.008682044377150025,39.0,0.008682044377150025,7.0,0.21823252574960425,3.953627290074344,110.0,120.0
2,36,865,2.9009027624218584,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2,37,168,8.77465049425191,8,,,NaN,-Inf,,-Inf,43,0.12762793625940638,3.8931444773342423,0,120
2,38,544,8.904656046467476,9,,,NaN,-Inf,,-Inf,54,0.1536691337296286,4.052426830776183,0,120
2,39,141,10.221158731389867,11,,,NaN,-Inf,,-Inf,7,0.09686287347894068,3.953627290074344,0,120
2,40,422,8.762839363585718,9,,,NaN,-Inf,,-Inf,7,0.1317356519496701,3.953627290074344,0,120
2.0,41.0,1554.0,7.623508774798796,8.0,53.0,1.0,4.5324098865343885,0.008776249975064222,53.0,0.008776249975064222,43.0,0.15719899339852844,3.8931444773342423,94.0,120.0
2,41,1554,3.0910988882644075,9,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2,42,538,9.36943473856336,8,,,NaN,-Inf,,-Inf,7,0.12762323841032555,3.953627290074344,0,120
2,43,413,7.833123279033233,8,,,NaN,-Inf,,-Inf,7,0.09876456118420128,3.953627290074344,0,120
2,44,1139,8.781540553944538,9,,,NaN,-Inf,,-Inf,7,0.11050078972478783,3.953627290074344,0,120
2.0,45.0,387.0,7.6835187964011595,9.0,98.0,1.0,5.002758438247546,0.03393234216331013,98.0,0.03393234216331013,43.0,0.12004886089801081,3.8931444773342423,103.0,120.0
2,45,387,2.6807603581536137,9,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2.0,46.0,356.0,8.758951095160148,9.0,30.0,2.0,5.0688609364711015,0.08613080686794511,30.0,0.08613080686794511,7.0,0.12985788166327683,3.953627290074344,63.0,120.0
2,46,356,3.6900901586890464,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2.0,47.0,310.0,8.125817104622572,10.0,79.0,1.0,5.504561494103073,0.06593006229766411,79.0,0.06593006229766411,7.0,0.09179319536230598,3.953627290074344,68.0,120.0
2,47,310,2.6212556105194986,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2,48,1098,8.759960087483893,8,,,NaN,-Inf,,-Inf,7,0.1040920148226572,3.953627290074344,0,120
2.0,49.0,1126.0,8.96631160613747,7.0,103.0,2.0,4.337162329728809,0.07761947509169159,103.0,0.07761947509169159,7.0,0.09124063856490673,3.953627290074344,22.0,120.0
2.0,49.0,1126.0,4.629149276408661,11.0,99.0,1.0,4.3817657751577705,0.08232559591367851,99.0,0.08232559591367851,7.0,0.09124063856490673,3.953627290074344,11.0,40.0
2,50,797,7.938590037379113,9,,,NaN,-Inf,,-Inf,54,0.09208071672312557,4.052426830776183,0,120
2,51,1592,9.166387014570368,8,,,NaN,-Inf,,-Inf,43,0.10216456601548148,3.8931444773342423,0,120
2,52,21,8.783362062217769,9,,,NaN,-Inf,,-Inf,43,0.16566353161075356,3.8931444773342423,0,120
2,53,680,9.835912935824211,8,,,NaN,-Inf,,-Inf,43,0.09943630847613691,3.8931444773342423,0,120
2,54,429,8.572934121256056,10,,,NaN,-Inf,,-Inf,54,0.16696536173583443,4.052426830776183,0,120
2,55,901,8.312678092189087,11,,,NaN,-Inf,,-Inf,7,0.15160247868257853,3.953627290074344,0,120
2.0,56.0,1574.0,9.393996532080678,13.0,32.0,2.0,5.739283635241067,0.06313032510635486,32.0,0.06313032510635486,54.0,0.09970561578509676,4.052426830776183,82.0,120.0
2,56,1574,3.6547128968396105,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2,57,133,9.310641656126366,8,,,NaN,-Inf,,-Inf,43,0.09250219524692135,3.8931444773342423,0,120
2,58,1589,8.097468120755906,10,,,NaN,-Inf,,-Inf,43,0.13138104929843392,3.8931444773342423,0,120
2.0,59.0,162.0,7.649984912329868,9.0,84.0,1.0,5.766621602916988,0.05802679686207695,84.0,0.05802679686207695,43.0,0.10564845410022287,3.8931444773342423,81.0,120.0
2,59,162,1.8833633094128803,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2,60,560,7.874281980316754,11,,,NaN,-Inf,,-Inf,7,0.17315653343639717,3.953627290074344,0,120
2,61,3,9.062094763432668,10,,,NaN,-Inf,,-Inf,7,0.12858797597354826,3.953627290074344,0,120
2.0,62.0,1016.0,9.305943355944406,11.0,18.0,3.0,4.973178933202625,0.005159437029312811,18.0,0.005159437029312811,43.0,0.15244745012515235,3.8931444773342423,99.0,120.0
2,62,1016,4.33276442274178,11,,,NaN,-Inf,,-Inf,43,0.15244745012515235,3.8931444773342423,0,18
2,63,1526,7.944302759635993,12,,,NaN,-Inf,,-Inf,43,0.16643502521900255,3.8931444773342423,0,120
2.0,64.0,1178.0,9.291893532497705,9.0,89.0,2.0,4.1991651363315174,0.010475611854521996,89.0,0.010475611854521996,7.0,0.15644464111248121,3.953627290074344,83.0,120.0
2.0,64.0,1178.0,5.092728396166187,8.0,55.0,1.0,4.727487618638091,0.13083562610500896,55.0,0.13083562610500896,7.0,0.15644464111248121,3.953627290074344,16.0,77.0
2,64,1178,0.36524077752809614,12,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2.0,65.0,1231.0,9.063455930819718,12.0,34.0,3.0,5.710552669956836,0.05405008931490068,34.0,0.05405008931490068,7.0,0.1034784296492402,3.953627290074344,103.0,120.0
2,65,1231,3.352903260862882,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2,66,800,7.809249833934005,8,,,NaN,-Inf,,-Inf,43,0.20763786237283324,3.8931444773342423,0,120
2.0,67.0,584.0,9.3031940656544,9.0,37.0,1.0,4.202397025397185,0.026305952054419362,37.0,0.026305952054419362,43.0,0.13399763542790025,3.8931444773342423,87.0,120.0
2.0,67.0,584.0,5.100797040257215,9.0,66.0,2.0,5.000376454001644,0.10432657603699,66.0,0.10432657603699,43.0,0.13399763542790025,3.8931444773342423,25.0,78.0
2,68,978,9.051870792126525,9,,,NaN,-Inf,,-Inf,54,0.11865386179472431,4.052426830776183,0,120
2.0,69.0,47.0,8.596581783325062,11.0,5.0,3.0,4.509758797548317,0.09637282921773951,5.0,0.09637282921773951,54.0,0.10724887396081068,4.052426830776183,5.0,120.0
2,69,47,4.086822985776745,9,,,NaN,-Inf,,-Inf,54,0.10724887396081068,4.052426830776183,0,10
2.0,70.0,610.0,9.513299166591857,9.0,118.0,1.0,4.462240609944255,0.08920042313192861,118.0,0.08920042313192861,7.0,0.10067558758580353,3.953627290074344,7.0,120.0
2.0,70.0,610.0,5.051058556647602,12.0,45.0,3.0,5.048734353382165,0.06145422851652977,45.0,0.06145422851652977,7.0,0.10067558758580353,3.953627290074344,64.0,72.0
2,71,374,8.462897064284974,8,,,NaN,-Inf,,-Inf,54,0.1144895668490467,4.052426830776183,0,120
2,72,225,9.444082904689957,10,,,NaN,-Inf,,-Inf,43,0.13131624814512174,3.8931444773342423,0,120
2,73,777,9.69511765340172,8,,,NaN,-Inf,,-Inf,7,0.13098042495781784,3.953627290074344,0,120
2.0,74.0,558.0,8.946337220960222,8.0,45.0,3.0,5.048734353382165,0.0859455240783304,45.0,0.0859455240783304,7.0,0.12332952751133497,3.953627290074344,55.0,120.0
2,74,558,3.8976028675780574,10,,,NaN,-Inf,,-Inf,43,0.020159769277109343,3.8931444773342423,0,1
2,75,1395,8.627260315165332,8,,,NaN,-Inf,,-Inf,7,0.13874439221801108,3.953627290074344,0,120
2.0,76.0,578.0,9.62577928690257,8.0,115.0,2.0,4.942998484627326,0.07177055245288733,115.0,0.07177055245288733,54.0,0.11139509119517883,4.052426830776183,64.0,120.0
2,76,578,4.682780802275245,10,,,NaN,-Inf,,-Inf,54,0.11139509119517883,4.052426830776183,0,42
2.0,77.0,1513.0,8.964534236322434,10.0,27.0,1.0,5.563570899417667,0.11262325364310592,27.0,0.11262325364310592,7.0,0.15848419959554064,3.953627290074344,32.0,120.0
2,77,1513,3.400963336904767,9,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2.0,78.0,472.0,7.785610222540183,9.0,73.0,2.0,4.789931808281041,0.08567735602018287,73.0,0.08567735602018287,43.0,0.10541316800333571,3.8931444773342423,31.0,120.0
2,78,472,2.9956784142591415,9,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2,79,1282,7.531164570990974,8,,,NaN,-Inf,,-Inf,43,0.10048315679971957,3.8931444773342423,0,120
2.0,80.0,1319.0,8.355311233662027,8.0,113.0,2.0,4.4200062734986485,0.05630819142944166,113.0,0.05630819142944166,54.0,0.09832314383928951,4.052426830776183,91.0,120.0
2,80,1319,3.9353049601633785,10,,,NaN,-Inf,,-Inf,43,0.06392841591584411,3.8931444773342423,0,1
2.0,81.0,1194.0,8.674179362172563,13.0,90.0,3.0,4.237333817318958,0.07386072126445485,90.0,0.07386072126445485,7.0,0.096811158491437,3.953627290074344,35.0,120.0
2,81,1194,4.436845544853605,8,,,NaN,-Inf,,-Inf,7,0.096811158491437,3.953627290074344,0,26
2.0,82.0,1575.0,8.456640208899874,11.0,11.0,3.0,4.710414046944171,0.12820231124002424,11.0,0.12820231124002424,54.0,0.1490183519488872,4.052426830776183,11.0,120.0
2,82,1575,3.7462261619557022,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2.0,83.0,1287.0,9.321303164061225,11.0,106.0,2.0,4.2055798506502065,0.14739676285340797,106.0,0.14739676285340797,43.0,0.1592257517069638,3.8931444773342423,6.0,120.0
2.0,83.0,1287.0,5.115723313411019,8.0,16.0,3.0,4.847236480185614,0.06865186574806596,16.0,0.06865186574806596,43.0,0.1592257517069638,3.8931444773342423,44.0,79.0
2,83,1287,0.26848683322540534,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2.0,84.0,1471.0,8.192251317421462,8.0,110.0,1.0,5.15794289685056,0.14983938580053274,110.0,0.14983938580053274,7.0,0.195482006510476,3.953627290074344,26.0,120.0
2,84,1471,3.034308420570902,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2,85,960,9.381409931649475,8,,,NaN,-Inf,,-Inf,7,0.11241346918985226,3.953627290074344,0,120
2.0,86.0,125.0,8.436665935204804,8.0,101.0,2.0,5.466846605165941,0.05935167385661555,101.0,0.05935167385661555,54.0,0.11521556080461162,4.052426830776183,75.0,120.0
2,86,125,2.969819330038863,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2.0,87.0,859.0,9.222483166862565,10.0,79.0,1.0,5.504561494103073,0.09185005787149807,79.0,0.09185005787149807,7.0,0.12788112148555103,3.953627290074344,63.0,120.0
2,87,859,3.717921672759492,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2,88,1150,9.168640639934466,10,,,NaN,-Inf,,-Inf,43,0.18990453135029559,3.8931444773342423,0,120
2.0,89.0,597.0,8.448768549417064,9.0,6.0,1.0,4.855028085936434,0.12157343896340919,6.0,0.12157343896340919,7.0,0.149291376593096,3.953627290074344,17.0,120.0
2,89,597,3.5937404634806303,10,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2,90,201,8.04205032863415,10,,,NaN,-Inf,,-Inf,54,0.1590345456226984,4.052426830776183,0,120
2.0,91.0,1286.0,7.908554012269309,8.0,86.0,2.0,5.47612759412314,0.03491243334642465,86.0,0.03491243334642465,54.0,0.1165400652724155,4.052426830776183,113.0,120.0
2,91,1286,2.432426418146169,8,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2.0,92.0,217.0,7.857421892857154,8.0,9.0,3.0,5.726727578914188,0.1635942622411393,9.0,0.1635942622411393,54.0,0.23118487080715797,4.052426830776183,37.0,120.0
2,92,217,2.130694313942966,9,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2.0,93.0,1204.0,9.47872054765996,11.0,100.0,1.0,5.565958746934576,0.0305969794586058,100.0,0.0305969794586058,54.0,0.12405514491637783,4.052426830776183,116.0,120.0
2,93,1204,3.9127618007253835,9,,,NaN,-Inf,,-Inf,43,0.08398714167975804,3.8931444773342423,0,1
2,94,1305,8.753381844702815,8,,,NaN,-Inf,,-Inf,7,0.12759477629840427,3.953627290074344,0,120
2,95,1483,9.428166257516361,8,,,NaN,-Inf,,-Inf,7,0.1844321501389335,3.953627290074344,0,120
2.0,96.0,51.0,9.380637913330995,9.0,78.0,1.0,5.042706781926045,0.043584323264967126,78.0,0.043584323264967126,54.0,0.12379168493088995,4.052426830776183,106.0,120.0
2,96,51,4.33793113140495,10,,,NaN,-Inf,,-Inf,54,0.12379168493088995,4.052426830776183,0,19
2,97,71,9.47389379801848,10,,,NaN,-Inf,,-Inf,54,0.15136416285037918,4.052426830776183,0,120
2.0,98.0,1459.0,7.789902764788328,8.0,18.0,3.0,4.973178933202625,0.04485940280748986,18.0,0.04485940280748986,43.0,0.1050861591455096,3.8931444773342423,99.0,120.0
2,98,1459,2.816723831585703,11,,,NaN,-Inf,,-Inf,,-Inf,NaN,0,0
2,99,301,8.762401931951592,9,,,NaN,-Inf,,-Inf,54,0.14157339987794132,4.052426830776183,0,120
2,100,907,7.60995592348901,8,,,NaN,-Inf,,-Inf,7,0.1155455568756115,3.953627290074344,0,120
2,101,42,7.697628357458196,8,,,NaN,-Inf,,-Inf,54,0.08863345970609798,4.052426830776183,0,120
2,102,403,7.827040306838189,10,,,NaN,-Inf,,-Inf,7,0.09616185386272423,3.953627290074344,0,120
2.0,103.0,304.0,9.085265265589735,13.0,91.0,2.0,4.581382910361047,0.1558257989295505,91.0,0.1558257989295505,43.0,0.18337301797184458,3.8931444773342423,15.0,120.0
2,103,304,4.503882355228688,8,,,NaN,-Inf,,-Inf,43,0.18337301797184458,3.8931444773342423,0,30
2,104,111,8.228819883211521,10,,,NaN,-Inf,,-Inf,43,0.12662246004160804,3.8931444773342423,0,120
2.0,105.0,1155.0,8.84951833391409,9.0,1.0,3.0,4.598889787782339,0.13818884316887153,1.0,0.13818884316887153,54.0,0.15682337675003868,4.052426830776183,8.0,120.0
2.0,105.0,1155.0,4.250628546131752,8.0,106.0,2.0,4.2055798506502065,0.06708408212245487,106.0,0.06708408212245487,54.0,0.15682337675003868,4.052426830776183,10.0,17.0
2,106,170,7.769062795528372,9,,,NaN,-Inf,,-Inf,43,0.16581041731996204,3.8931444773342423,0,120
2.0,107.0,417.0,8.666671512218542,10.0,28.0,3.0,4.749324034722317,0.052634509495552186,28.0,0.052634509495552186,7.0,0.15504534534767367,3.953627290074344,49.0,120.0
2,107,417,3.917347477496225,8,,,NaN,-Inf,,-Inf,43,0.03519780764088645,3.8931444773342423,0,1
